name,number,note,reading,kind,birth_date,m1_url,canonical_name,canonical_number
良元カルビ,,,よしもとかるび,p,1992年12月11日,,,
井口バツ丸,,,いぐちばつまる,p,1993年03月18日,,,
さすらいラビー,,,さすらいらびー,u,2014年4月1日,https://www.m-1gp.com/combi/850.html,,
宇野慎太郎,,,うのしんたろう,p,1991年12月17日,,,
中田和伸,,,なかだかずのぶ,p,1991年09月09日,,,
パンプキンポテトフライ,,,ぱんぷきんぽてとふらい,u,2013年04月01日,https://www.m-1gp.com/combi/2571.html,,
谷拓哉,,,たにたくや,p,1992年01月07日,,,
カムバック,,,かむばっく,p,1991年08月20日,,,
チェリー大作戦,,,ちぇりーだいさくせん,u,2016年12月1日,https://www.m-1gp.com/combi/4227.html,,
宗安聖,,,むねやすせい,p,1993年01月04日,,,
ねんど,,,ねんど,p,1988年11月16日,,,
世間知らズ,,,せけんしらず,u,2016年04月01日,https://www.m-1gp.com/combi/3650.html,,
椎木ゆうた,,,しいきゆうた,p,1991年10月05日,,,
さおり,,,さおり,p,1995年01月08日,,,
ベルサイユ,,,べるさいゆ,p,1986年7月11日,,,
華山,,,かざん,u,2012年4月1日,https://www.m-1gp.com/combi/945.html,,
エンペラー,,,えんぺらー,u,,,華山,
にこらす,,,にこらす,p,1990年10月18日,,,
やすい,,,やすい,p,1993年02月06日,,,
四千頭身,,,よんせんとうしん,u,2016年04月01日,https://www.m-1gp.com/combi/3882.html,,
石橋遼大,,,いしばしりょうだい,p,1996年09月13日,,,
後藤拓実,,,ごとうたくみ,p,1997年02月06日,,,
都築拓紀,,,つづきひろき,p,1997年03月20日,,,
シンレンサイ,,,しんれんさい,u,2015年10月20日,https://www.m-1gp.com/combi/18644.html,,
THE GREATEST HITS,,,ざぐれいてすとひっつ,u,,,シンレンサイ,
タザアクチュアリー,,,たざあくちゅありー,p,1985年08月16日,,,
三戸キャップ,,,みときゃっぷ,p,1989年12月16日,,,
ツートライブ,,,つーとらいぶ,u,2008年4月1日,https://www.m-1gp.com/combi/980.html,,
周平魂,,,しゅうへいだましい,p,1983年09月11日,,,
たかのり,,,たかのり,p,1984年04月11日,,,
大自然,,,だいしぜん,u,2015年07月07日,https://www.m-1gp.com/combi/74.html,,
ロジャー,,,ろじゃー,p,1987年08月21日,,,
しんちゃん,,,しんちゃん,p,1987年08月14日,,,
ゆーびーむ☆,,,ゆーびーむ,p,1988年9月8日,,,
ガリバートンネル,,,がりばーとんねる,u,,,,
たかまつなな,,,たかまつなな,p,1993年7月5日,,,
パップコーン,,,ぱっぷこーん,u,,,,
たくろう,,,たくろう,u,2016年3月9日,https://www.m-1gp.com/combi/4021.html,,
赤木裕,,,あかぎゆう,p,1991年10月24日,,,
きむらバンド,,,きむらばんど,p,1990年01月28日,,,
畑英之,,,はたひでゆき,p,1981年09月16日,,,
モシモシ,,,もしもし,u,2019年5月1日,https://www.m-1gp.com/combi/25772.html,,
あきちゃん,,,あきちゃん,p,1993年05月13日,,,
まぐろ,,,まぐろ,p,1994年08月24日,,,
いけ,,,いけ,p,1992年11月04日,,,
4000年に一度咲く金指,,,よんせんねんにいちどさくかなさし,p,1985年8月27日,,,
TCクラクション,,,てぃーしーくらくしょん,u,2019年6月1日,https://www.m-1gp.com/combi/10866.html,,
坂本NO.1,,,さかもとなんばーわん,p,1983年05月02日,,,
古家曇天,,,ふるやどんてん,p,1987年10月07日,,,
竹内ズ,,,たけうちず,u,2017年5月1日,https://www.m-1gp.com/combi/7314.html,,
竹内大規,,,たけうちだいき,p,1993年11月11日,,,
がまの助,,,がまのすけ,p,1995年07月27日,,,
ネギゴリラ,,,ねぎごりら,u,2017年05月01日,https://www.m-1gp.com/combi/6017.html,,
細野祐作,,,ほそのゆうさく,p,1993年07月20日,,,
酒井駿,,,さかいしゅん,p,1992年01月20日,,,
ハナイチゴ,,,はないちご,u,2015年10月01日,https://www.m-1gp.com/combi/4366.html,,
コンプライアンス小松﨑,,,こんぷらいあんすこまつざき,p,1986年02月14日,,,
関谷友美,,,せきやともみ,p,1983年11月22日,,,
朝倉小松崎,,,あさくらこまつざき,u,2007年5月,,,
朝倉隼人,,,あさくらはやと,p,1985年8月6日,,,
オドるキネマ,,,おどるきねま,u,2020年7月7日,https://www.m-1gp.com/combi/12666.html,,
南翔太,,,みなみしょうた,p,1996年11月13日,,,
やわら,,,やわら,u,2015年4月1日,https://www.m-1gp.com/combi/2978.html,,
りゅうたろう,,,りゅうたろう,p,1992年06月26日,,,
ドラゴン,,,どらごん,u,2024年8月12日,https://www.m-1gp.com/combi/30027.html,,
山内仁平,,,やまうちじんぺい,p,1996年06月03日,,,
鈴木バイダン,,,すずきばいだん,p,1991年12月02日,,,
10億円,,,じゅうおくえん,u,2021年5月12日,https://www.m-1gp.com/combi/15036.html,,
永見諒太,,,ながみりょうた,p,1995年03月05日,,,
大王,,,だいおう,u,2025年04月01日,https://www.m-1gp.com/combi/33724.html,,
渡辺ポット,,,わたなべぽっと,p,1995年04月26日,,,
群青団地,,,ぐんじょうだんち,u,2021年2月15日,https://www.m-1gp.com/combi/18084.html,,
横颯太,,,よこそうた,p,1996年10月05日,,,
福田智哉,,,ふくだともや,p,1996年10月17日,,,
ぎょねこ,,,ぎょねこ,u,2018年,https://www.m-1gp.com/combi/3945.html,,
青木トロッコ,,,あおきとろっこ,p,1993年11月02日,,,
オジマアロー,,,おじまあろー,p,1994年01月21日,,,
勝男,,,かつお,p,1993年06月21日,,,
さんだる,,,さんだる,u,2013年1月1日,https://www.m-1gp.com/combi/5227.html,,
堀内将人,,,ほりうちまさと,p,1988年07月01日,,,
宗洸志,,,そうこうじ,p,1988年12月14日,,,
徳原旅行,,,とくはらりょこう,p,1995年12月25日,,,
まんじゅう大帝国,,,まんじゅうだいていこく,u,2016年6月25日,https://www.m-1gp.com/combi/5275.html,,
田中永真,,,たなかえいま,p,1993年03月30日,,,
竹内一希,,,たけうちかずき,p,1994年04月27日,,,
ナイチンゲールダンス,,,ないちんげーるだんす,u,2017年04月01日,https://www.m-1gp.com/combi/4040.html,,
ヤス,,,やす,p,1993年05月27日,,,
中野なかるてぃん,,,なかのなかるてぃん,p,1994年08月28日,,,
スタミナパン,,,すたみなぱん,u,2014年12月01日,https://www.m-1gp.com/combi/2965.html,,
トシダタカヒデ,,,としだたかひで,p,1989年06月07日,,,
麻婆,,,まーぼー,p,1989年07月20日,,,
ポテトカレッジ,,,ぽてとかれっじ,u,2018年04月01日,https://www.m-1gp.com/combi/7935.html,,
きよ,,,きよ,p,1989年10月10日,,,
コモダドラゴン,,,こもだどらごん,p,1991年3月15日,,,
えびしゃ,,,えびしゃ,u,2023年4月1日,https://www.m-1gp.com/combi/23677.html,,
サエキ,,,さえき,p,1999年05月01日,,,
中村シュンスケ,,,なかむらしゅんすけ,p,1998年05月12日,,,
大根勇樹,,,おおねゆうき,p,1998年04月24日,,,
金澤TKCファクトリー,,,かなざわてぃーけーしーふぁくとりー,p,1985年3月14日,,,
豆鉄砲,,,まめでっぽう,u,2018年10月01日,https://www.m-1gp.com/combi/6689.html,,
東健太郎,,,あずまけんたろう,p,1994年02月02日,,,
ホセ,,,ほせ,p,1993年11月30日,,,
二代目ちくわぶ,,,にだいめちくわぶ,p,1987年5月31日,,,
ヒガ2000,,,ひがにせん,p,1987年7月19日,,,
レインマンズ,,,れいんまんず,u,2021年04月01日,https://www.m-1gp.com/combi/12550.html,,
堀越,,,ほりこし,p,1998年06月19日,,,
赤瀬,,,あかせ,p,1997年06月23日,,,
エル・カブキ,,,えるかぶき,u,2009年6月1日,https://www.m-1gp.com/combi/335.html,,
デロリアン林,,,でろりあんはやし,p,1982年10月25日,,,
エル上田,,,えるうえだ,p,1984年01月19日,,,
Yes-man,,,いえすまん,u,,,,
トット,,,とっと,u,2009年02月,https://www.m-1gp.com/combi/1420.html,,
桑原雅人,,,くわはらまさと,p,1985年07月20日,,,
多田智佑,,,ただともひろ,p,1986年01月09日,,,
Aマッソ,,,えーまっそ,u,2010年4月1日,https://www.m-1gp.com/combi/2536.html,,
加納,,,かのう,p,1989年2月21日,,,
むらきゃみ,,,むらきゃみ,p,1988年6月16日,,,
蟹々々エミ,,,かにがにがにえみ,p,1983年11月05日,,,
堀川絵美,,,ほりかわえみ,p,,,蟹々々エミ,
ねこ屋敷,,,ねこやしき,u,2017年8月30日,,,
山﨑おしるこ,,,やまざきおしるこ,p,1994年12月20日,,,
河野菜摘,,,こうのなつみ,p,1996年5月25日,,,
百恵,,,ももえ,u,2016年01月30日,https://www.m-1gp.com/combi/3838.html,,
モンローズ,,,もんろーず,u,,,百恵,
マエノリュウタ,,,まえのりゅうた,p,1992年11月29日,,,
宮本勇気,,,みやもとゆうき,p,1991年02月23日,,,
プール,,,ぷーる,u,2017年04月01日,https://www.m-1gp.com/combi/28582.html,,
小海正紀,,,こうみまさき,p,1991年08月21日,,,
高橋おとうと,,,たかはしおとうと,p,1990年06月06日,,,
いろはラムネ,,,いろはらむね,u,2021年,,,
新井ねこ,,,あらいねこ,p,1996年1月17日,,,
水上あめんぼ,,,みずかみあめんぼ,p,2001年1月22日,,,
柿田幸哉,,,かきたゆきや,p,1996年5月17日,,,
軟水,,,なんすい,u,2017年4月1日,https://www.m-1gp.com/combi/4121.html,,
つるまる,,,つるまる,p,1993年06月22日,,,
大川内聡,,,おおかわうちさとし,p,1994年01月07日,,,
マイスイートメモリーズ,,,まいすいーとめもりーず,u,2017年3月14日,https://www.m-1gp.com/combi/4678.html,,
花谷豊,,,はなたにゆたか,p,1982年05月12日,,,
トランスフォーム福田,,,とらんすふぉーむふくだ,p,1989年03月12日,,,
豪快キャプテン,,,ごうかいきゃぷてん,u,2019年5月27日,https://www.m-1gp.com/combi/10102.html,,
山下ギャンブルゴリラ,,,やましたぎゃんぶるごりら,p,1988年07月16日,,,
べーやん,,,べーやん,p,1994年10月02日,,,
生姜猫,,,しょうがねこ,u,2022年4月1日,https://www.m-1gp.com/combi/20198.html,,
カンサイ,,,かんさい,p,2002年12月22日,,,
ケージュ,,,けーじゅ,p,2002年10月13日,,,
川﨑,,,かわさき,p,2002年08月07日,,,
カントリーズ,,,かんとりーず,u,2009年3月20日,https://www.m-1gp.com/combi/844.html,,
福田純一,,,ふくだじゅんいち,p,1982年05月26日,,,
えざお,,,えざお,p,1982年12月18日,,,
ガクヅケ,,,がくづけ,u,2014年4月1日,https://www.m-1gp.com/combi/27968.html,,
木田,,,きだ,p,1993年09月19日,,,
船引亮佑,,,ふなびきりょうすけ,p,1989年04月21日,,,
ギフト☆矢野,,,ぎふとやの,p,1980年6月5日,,,
カラタチ,,,からたち,u,2011年6月1日,https://www.m-1gp.com/combi/2386.html,,
大山和也,,,おおやまかずや,p,1988年10月04日,,,
前田壮太,,,まえだそうた,p,1987年10月18日,,,
春とヒコーキ,,,はるとひこーき,u,2017年4月1日,https://www.m-1gp.com/combi/4597.html,,
ぐんぴぃ,,,ぐんぴぃ,p,1990年03月31日,,,
土岡哲朗,,,つちおかてつろう,p,1992年02月21日,,,
怪奇！YesどんぐりRPG,,,かいきいえすどんぐりあーるぴーじー,u,2018年8月1日,https://www.m-1gp.com/combi/8345.html,,
どんぐりたけし,,,どんぐりたけし,p,1992年08月27日,,,
サツマカワRPG,,,さつまかわあーるぴーじー,p,1991年01月26日,,,
Yes!アキト,,,いえすあきと,p,1990年06月11日,,,
ロボドカーン,,,ろぼどかーん,u,2024年07月21日,https://www.m-1gp.com/combi/29152.html,,
トゥリオ,,,とぅりお,u,,,,
ストレッチーズ,,,すとれっちーず,u,2014年4月1日,https://www.m-1gp.com/combi/1102.html,,
福島敏貴,,,ふくしまとしき,p,1992年03月19日,,,
高木貫太,,,たかぎかんた,p,1991年07月24日,,,
ひつじねいり,,,ひつじねいり,u,2019年2月14日,https://www.m-1gp.com/combi/9675.html,,
松村祥維,,,まつむらよしつな,p,1988年07月02日,,,
細田祥平,,,ほそだしょうへい,p,1991年11月30日,,,
いい塩梅,,,いいあんばい,u,2017年6月1日,https://www.m-1gp.com/combi/7119.html,,
久保田星希,,,くぼたとしき,p,1988年07月03日,,,
頭虚偽罪,,,あたまきょぎざい,u,2024年07月21日,https://www.m-1gp.com/combi/29146.html,,
こたけ正義感,,,こたけせいぎかん,p,1986年05月12日,,,
今夜も星が綺麗,,,こんやもほしがきれい,u,2020年7月1日,https://www.m-1gp.com/combi/13203.html,,
ヒロ・オクムラ,,,ひろおくむら,p,1989年7月13日,,,
三福エンターテイメント,,,みふくえんたーていめんと,p,1983年1月19日,,,
ザンゼンジ,,,ざんぜんじ,u,2008年05月01日,https://www.m-1gp.com/combi/2517.html,,
武田裕司,,,たけだゆうじ,p,1984年07月10日,,,
例えば炎,,,たとえばほのお,u,2020年4月1日,https://www.m-1gp.com/combi/12539.html,,
田上,,,たのうえ,p,1995年05月03日,,,
タキノルイ,,,たきのるい,p,1995年10月08日,,,
おおぞらモード,,,おおぞらもーど,u,2019年11月02日,https://www.m-1gp.com/combi/12279.html,,
もリスみか,,,もりすみか,p,1994年01月13日,,,
長山アカリップ,,,ながやまあかりっぷ,p,1994年01月08日,,,
おミュータンツ,,,おみゅーたんつ,u,2019年5月1日,https://www.m-1gp.com/combi/10261.html,,
川嶋おもち,,,かわしまおもち,p,1987年10月29日,,,
宮戸フィルム,,,みやとふぃるむ,p,1988年12月26日,,,
喫茶ムーン,,,きっさむーん,u,2019年08月06日,https://www.m-1gp.com/combi/12945.html,,
阿部南斗,,,あべみなと,p,1998年04月03日,,,
レヲン,,,れをん,p,1995年09月22日,,,
ぎょうぶ,,,ぎょうぶ,u,2018年07月31日,https://www.m-1gp.com/combi/7454.html,,
澤畑健二,,,さわはたけんじ,p,1992年09月21日,,,
為国,,,ためくに,p,1997年03月08日,,,
ヘンダーソン,,,へんだーそん,u,2008年8月1日,https://www.m-1gp.com/combi/1033.html,,
中村フー,,,なかむらふー,p,1987年08月21日,,,
子安裕樹,,,こやすゆうき,p,1986年07月28日,,,
20世紀,,,にじゅうせいき,u,2014年4月1日,https://www.m-1gp.com/combi/1093.html,,
しげ,,,しげ,p,1994年01月31日,,,
木本悠斗,,,きもとゆうと,p,1994年01月05日,,,
タイムキーパー,,,たいむきーぱー,u,2019年04月01日,https://www.m-1gp.com/combi/7811.html,,
まついあきら,,,まついあきら,p,1997年08月27日,,,
ひでき,,,ひでき,p,1995年07月03日,,,
祇園,,,ぎおん,u,2008年4月25日,https://www.m-1gp.com/combi/1126.html,,
櫻井健一朗,,,さくらいけんいちろう,p,1984年06月18日,,,
木﨑太郎,,,きざきたろう,p,1985年12月27日,,,
木﨑太郎（祇園）,,,きざきたろうぎおん,p,,,木﨑太郎,
祇園木﨑,,,ぎおんきざき,p,,,木﨑太郎,
いけばな教室,,,いけばなきょうしつ,u,,,,
志ん茶,,,しんちゃ,u,,,,
レモンティー,,,れもんてぃー,u,,,,
オリエンタルラジオ,,,おりえんたるらじお,u,2003年8月1日,,,
中田敦彦,,,なかたあつひこ,p,1982年9月27日,,,
藤森慎吾,,,ふじもりしんご,p,1983年3月17日,,,
上々軍団,,,じょうじょうぐんだん,u,2003年4月,https://www.m-1gp.com/combi/1933.html,,
さわやか五郎,,,さわやかごろう,p,1982年09月08日,,,
鈴木啓太,,,すずきけいた,p,1982年05月14日,,,
メメ,,,めめ,u,,,,
ラフ・コントロール,,,らふこんとろーる,u,2000年04月,,,
重岡謙作,,,しげおかけんさく,p,1977年01月16日,,,
森木俊介,,,もりきしゅんすけ,p,1976年04月14日,,,
イシバシハザマ,,,いしばしはざま,u,2002年4月,https://www.m-1gp.com/combi/1061.html,,
ハザマ陽平,,,はざまようへい,p,1982年07月03日,,,
石橋尊久,,,いしばしたかひさ,p,1975年10月19日,,,
クロンモロン,,,くろんもろん,u,,,,
ケツカッチン,,,けつかっちん,u,2001年11月,https://www.m-1gp.com/combi/1154.html,,
和泉修,,,いずみしゅう,p,1962年06月14日,,,
高山トモヒロ,,,たかやまともひろ,p,1968年07月16日,,,
スペースゴリラ,,,すぺーすごりら,u,,,,
パプア。,,,ぱぷあ,u,,,,
髭男爵,,,ひげだんしゃく,u,1999年,,,
山田ルイ53世,,,やまだるいごじゅうさんせい,p,1975年4月10日,,,
ひぐち君,,,ひぐちくん,p,1974年2月12日,,,
響,,,ひびき,u,2000年5月,https://www.m-1gp.com/combi/262.html,,
小林優介,,,こばやしゆうすけ,p,1978年05月16日,,,
長友光弘,,,ながともみつひろ,p,1978年02月10日,,,
ヤング,,,やんぐ,u,2003年8月,,,
ぷくぷく隊,,,ぷくぷくたい,u,,,ヤング,
嶋仲拓巳,,,しまなかたくみ,p,1988年1月7日,,,
寺田晃弘,,,てらだあきひろ,p,1988年1月20日,,,
ベリー・ベリー,,,べりーべりー,u,,,,
ものいい,,,ものいい,u,2006年1月,https://www.m-1gp.com/combi/996.html,,
横山きよし,,,よこやまきよし,p,1979年07月21日,,,
吉田サラダ,,,よしださらだ,p,1977年02月06日,,,
大脇里村ゼミナール,,,おおわきさとむらぜみなーる,u,,,,
アイスクリーム,,,あいすくりーむ,u,2005年7月,,,
勝山梶,,,かつやまかじ,u,,,アイスクリーム,
ムーディ勝山,,,むーでぃかつやま,p,1980年06月11日,,,
梶剛,,,かじつよし,p,1981年03月28日,,,
座長座長,,,ざちょうざちょう,u,,,,
小籔千豊,,,こやぶかずとよ,p,1973年09月11日,,,
川畑泰史,,,かわばたやすし,p,1967年06月22日,,,
サブマごり押し,,,さぶまごりおし,u,2023年04月01日,https://www.m-1gp.com/combi/25868.html,,
高校デビュー,,,こうこうでびゅー,u,,,,
